image_index,mean_input,mean_blur,mean_edge,max_edge,strong_edge_pixels
3711,49.7985,49.6020,106.1492,255.0000,342
3712,31.5370,31.3827,81.1378,255.0000,263
3713,36.0574,35.8890,93.2628,255.0000,301
3714,14.5931,14.5166,43.6888,255.0000,137
3715,53.3852,53.1658,114.7857,255.0000,368
3716,34.8367,34.6645,85.7742,255.0000,279
3717,23.6148,23.4541,79.1518,255.0000,254
3718,19.3036,19.1849,67.2857,255.0000,220
3719,40.3278,40.1327,101.4133,255.0000,323
3720,54.3265,54.1250,96.7219,255.0000,301
3721,29.6327,29.4707,80.3265,255.0000,254
3722,32.0179,31.8482,87.2985,255.0000,280
3723,17.9311,17.8342,51.6798,255.0000,161
3724,27.9477,27.8061,80.9324,255.0000,257
3725,18.0816,17.9898,51.4681,255.0000,164
3726,26.8380,26.7117,74.7143,255.0000,236
3727,41.7079,41.5102,109.0536,255.0000,349
3728,15.5867,15.5051,52.4617,255.0000,168
3729,20.7105,20.6071,55.6173,255.0000,177
3730,38.6390,38.4298,101.3482,255.0000,322
3731,33.9235,33.7628,87.9298,255.0000,276
3732,23.9719,23.8176,76.0791,255.0000,244
3733,19.7768,19.6773,52.7411,255.0000,166
3734,36.5306,36.3444,104.8699,255.0000,331
3735,34.8457,34.6492,99.0459,255.0000,323
3736,25.1135,24.9898,67.0038,255.0000,212
3737,40.4949,40.2895,109.1964,255.0000,349
3738,27.1492,26.9898,78.5804,255.0000,245
3739,40.1173,39.9439,99.1773,255.0000,318
3740,36.3559,36.1658,95.6735,255.0000,304
3741,44.6505,44.4758,98.1900,255.0000,313
3742,50.9094,50.6875,114.1275,255.0000,364
3743,44.7474,44.5421,103.9528,255.0000,331
3744,41.3622,41.1454,108.6263,255.0000,341
3745,20.4388,20.3189,63.3776,255.0000,205
3746,22.1480,21.9949,69.8444,255.0000,226
3747,29.7793,29.5153,83.8941,255.0000,267
3748,28.2487,28.2602,78.7296,255.0000,248
3749,38.0714,37.8878,97.4719,255.0000,317
3750,28.4082,28.2730,72.5319,255.0000,228
3751,30.7487,30.3967,82.4375,255.0000,263
3752,53.6709,53.6582,115.6225,255.0000,376
3753,35.2793,35.1033,94.7385,255.0000,302
3754,30.2270,30.0485,96.9936,255.0000,307
3755,16.6990,16.6097,47.8750,255.0000,149
3756,35.3393,35.1480,94.6059,255.0000,304
3757,28.3610,28.1926,84.6607,255.0000,271
3758,21.4554,21.3661,52.7181,255.0000,173
3759,40.0880,39.8941,95.5446,255.0000,304
3760,46.5714,46.3865,95.6429,255.0000,304
3761,28.8010,28.6556,81.1161,255.0000,262
3762,42.3724,42.1429,113.4133,255.0000,363
3763,17.3827,17.2870,48.3929,255.0000,154
3764,17.6952,17.5880,60.3801,255.0000,203
3765,35.3941,35.2309,83.2577,255.0000,268
3766,39.7105,39.5230,91.3903,255.0000,290
3767,42.6059,42.3916,110.5370,255.0000,347
3768,44.0651,43.8444,115.0421,255.0000,367
3769,29.6122,29.5000,72.3418,255.0000,230
3770,36.9694,36.8240,68.3661,255.0000,220
3771,14.2462,14.1582,45.6543,255.0000,145
3772,41.8342,41.6454,96.6033,255.0000,308
3773,27.1250,26.9796,76.4337,255.0000,244
3774,23.0472,22.9145,69.8622,255.0000,223
3775,42.6492,42.4566,94.6033,255.0000,302
3776,59.4107,59.1684,121.2092,255.0000,388
3777,48.9196,48.6913,112.6097,255.0000,362
3778,42.5944,42.4133,93.5969,255.0000,294
3779,48.0000,47.7959,109.0281,255.0000,348
3780,21.5880,21.4758,59.8980,255.0000,190
3781,31.9885,31.8316,82.9439,255.0000,267
3782,33.1288,32.9681,90.5025,255.0000,291
3783,26.6747,26.5230,77.7500,255.0000,249
3784,31.0702,30.9120,86.7092,255.0000,281
3785,24.4094,24.2870,73.3444,255.0000,238
3786,39.7360,39.5599,91.0344,255.0000,291
3787,26.4018,26.2640,68.3367,255.0000,213
3788,32.0638,31.8265,78.0791,255.0000,248
3789,46.9707,46.8622,108.3393,255.0000,344
3790,19.6454,19.5242,67.1850,255.0000,221
3791,49.5140,49.3138,106.5561,255.0000,346
3792,23.5829,23.4337,82.1811,255.0000,269
3793,28.1926,28.0281,91.4732,255.0000,293
3794,31.9018,31.7513,78.5650,255.0000,251
3795,29.5893,29.4375,79.0918,255.0000,252
3796,30.2513,30.1110,73.8788,255.0000,240
3797,18.4936,18.3903,54.2117,255.0000,167
3798,19.6696,19.5510,58.8380,255.0000,182
3799,45.3929,45.2105,103.1684,255.0000,327
3800,17.9311,17.8380,47.8202,255.0000,152
3801,39.8954,39.6913,105.7551,255.0000,332
3802,17.9298,17.8495,48.5268,255.0000,152
3803,29.1327,28.9643,87.8278,255.0000,286
3804,19.1543,19.0242,62.6990,255.0000,202
3805,31.0842,30.7577,76.6020,255.0000,244
3806,26.9719,26.9732,88.9464,255.0000,285
3807,39.2577,39.0740,92.7245,255.0000,297
3808,17.3151,17.1811,61.6862,255.0000,201
3809,50.2449,50.0293,115.2487,255.0000,367
3810,21.0778,20.9579,64.3380,255.0000,210
3811,24.5855,24.4783,58.3240,255.0000,188
3812,26.1378,25.9898,81.5714,255.0000,258
3813,39.1811,38.9860,94.6199,255.0000,303
3814,36.8865,36.6964,96.5906,255.0000,307
3815,47.0128,46.8010,115.0242,255.0000,370
3816,29.8457,29.6862,77.9005,255.0000,250
3817,45.0179,44.8061,96.3214,255.0000,302
3818,40.2742,40.1008,93.6225,255.0000,297
3819,36.9094,36.7117,104.8048,255.0000,331
3820,21.0625,20.9413,60.9069,255.0000,196
3821,34.9133,34.7474,87.1237,255.0000,277
3822,13.8839,13.8112,43.3176,255.0000,140
3823,31.7972,31.6378,83.3916,255.0000,269
3824,24.5293,24.3546,90.0293,255.0000,287
3825,34.2360,34.0969,73.7602,255.0000,242
3826,33.4681,33.3010,88.2653,255.0000,276
3827,25.8240,25.7003,66.3954,255.0000,208
3828,22.7934,22.6824,60.8329,255.0000,196
3829,49.7934,49.5778,114.8814,255.0000,370
3830,40.1875,40.0204,94.5255,255.0000,302
3831,20.7385,20.6390,53.5434,255.0000,171
3832,36.8457,36.6824,90.6122,255.0000,291
3833,40.9184,40.7245,100.2640,255.0000,318
3834,24.4043,24.2832,68.2538,255.0000,221
3835,44.4898,44.2653,115.7156,255.0000,369
3836,37.1862,36.9962,96.0115,255.0000,305
3837,33.1071,32.9401,84.9184,255.0000,267
3838,17.4592,17.3533,55.4324,255.0000,179
3839,35.4196,35.2449,95.0753,255.0000,295
3840,16.5446,16.4528,55.3023,255.0000,174
3841,42.3661,42.1926,92.0064,255.0000,295
3842,41.3074,41.1135,105.3992,255.0000,339
3843,29.0383,28.8954,74.8673,255.0000,238
3844,22.4311,22.3099,65.9694,255.0000,209
3845,32.4120,32.2577,77.3482,255.0000,253
3846,35.0408,34.8903,83.0268,255.0000,265
3847,27.9196,27.7870,68.4809,255.0000,217
3848,43.1837,42.9821,105.6543,255.0000,340
3849,37.1862,37.0102,93.8265,255.0000,302
3850,19.0893,18.9860,47.7143,255.0000,149
3851,20.4490,20.3444,54.3355,255.0000,173
3852,23.0344,22.9056,66.8138,255.0000,212
3853,39.7283,39.5332,98.7334,255.0000,318
3854,40.5102,40.3202,97.3227,255.0000,318
3855,30.2781,30.1135,87.0587,255.0000,278
3856,40.9719,40.8087,86.8712,255.0000,279
3857,33.1033,32.9311,89.0357,255.0000,280
3858,38.7640,38.6301,67.1059,255.0000,215
3859,29.9145,29.7474,89.6288,255.0000,283
3860,43.1582,42.9503,105.1250,255.0000,332
3861,33.9949,33.8265,82.0714,255.0000,265
3862,33.8750,33.7092,86.2742,255.0000,278
3863,20.7079,20.5893,61.5931,255.0000,194
3864,27.5880,27.4566,72.4362,255.0000,232
3865,26.7360,26.5982,67.9273,255.0000,217
3866,24.0918,23.9260,83.1531,255.0000,268
3867,24.5651,24.4184,73.1952,255.0000,242
3868,33.4554,33.3010,82.4707,255.0000,259
3869,32.5191,32.3929,73.5434,255.0000,239
3870,40.8878,40.7232,89.8597,255.0000,289
3871,30.1633,29.9923,80.0102,255.0000,257
3872,46.4515,46.2474,114.1365,255.0000,367
3873,34.2385,34.0855,81.9171,255.0000,263
3874,37.3291,37.1811,82.7793,255.0000,269
3875,28.2844,28.1008,91.3278,255.0000,292
3876,34.6480,34.4719,94.1696,255.0000,299
3877,33.0089,32.8457,87.8367,255.0000,271
3878,14.5395,14.4592,44.8648,255.0000,142
3879,33.4005,33.2207,94.0472,255.0000,301
3880,31.3699,31.2105,83.4005,255.0000,261
3881,50.1059,49.8929,110.9656,255.0000,352
3882,39.5599,39.3610,103.7513,255.0000,324
3883,27.2640,27.1161,76.6977,255.0000,236
3884,23.4566,23.2870,83.9426,255.0000,267
3885,16.9298,16.8444,49.8699,255.0000,156
3886,24.4196,24.2742,77.7985,255.0000,249
3887,28.3890,28.2474,75.0230,255.0000,236
3888,31.5064,31.3138,102.3980,255.0000,321
3889,20.7347,20.6263,53.0969,255.0000,168
3890,36.4656,36.2921,89.6658,255.0000,285
3891,30.6212,30.4796,73.1990,255.0000,230
3892,32.3048,32.1224,90.9617,255.0000,291
3893,41.5663,41.3673,108.8125,255.0000,355
3894,37.0102,36.6939,82.0727,255.0000,259
3895,24.9362,24.9732,72.6850,255.0000,230
3896,49.5918,49.3686,111.2066,255.0000,352
3897,22.3329,22.2258,56.8189,255.0000,180
3898,14.3227,14.2411,46.4388,255.0000,152
3899,30.2258,30.0880,75.6518,255.0000,241
3900,15.5791,15.5000,44.9834,255.0000,149
3901,21.0051,20.9082,55.6849,255.0000,171
3902,42.2487,42.0727,91.6288,255.0000,291
3903,31.9426,31.7628,85.9528,255.0000,279
3904,29.0791,28.9031,88.9860,255.0000,285
3905,32.0293,31.8648,86.8469,255.0000,274
3906,37.2946,37.1033,103.0077,255.0000,334
3907,36.2449,36.0689,95.7972,255.0000,299
3908,32.2883,32.1314,87.1199,255.0000,278
3909,28.3520,28.2117,71.6850,255.0000,230
3910,27.7615,27.6378,66.2398,255.0000,214
3911,31.1288,30.9796,85.1212,255.0000,276
3912,21.5574,21.4515,59.6237,255.0000,192
3913,25.7270,25.5931,69.3393,255.0000,225
3914,15.6837,15.5893,56.5128,255.0000,181
3915,26.0574,25.9145,72.7232,255.0000,230
3916,25.0842,24.9413,73.6033,255.0000,233
3917,36.9579,36.7679,101.1314,255.0000,324
3918,31.4196,31.2474,88.0676,255.0000,284
3919,31.5842,31.4452,72.2245,255.0000,233
3920,48.9222,48.7105,103.1556,255.0000,327
3921,31.1276,30.9515,88.8916,255.0000,283
3922,31.4388,31.2487,91.9770,255.0000,298
3923,40.0013,39.7985,104.5140,255.0000,332
3924,28.4209,28.2883,72.8635,255.0000,234
3925,28.3061,28.1607,73.8852,255.0000,234
3926,12.8253,12.7513,43.2832,255.0000,141
3927,31.7156,31.5612,76.3763,255.0000,239
3928,65.0638,64.8648,92.5497,255.0000,296
3929,48.9490,48.7385,113.9235,255.0000,363
3930,33.1901,33.0255,85.6084,255.0000,277
3931,26.6926,26.5625,67.6173,255.0000,220
3932,26.2742,26.1237,80.7589,255.0000,259
3933,23.5791,23.4617,65.9082,255.0000,205
3934,30.9643,30.8112,76.7972,255.0000,238
3935,33.1913,33.0408,85.5485,255.0000,274
3936,44.5842,44.3903,101.2449,255.0000,324
3937,47.5115,47.3099,107.1301,255.0000,341
3938,41.8584,41.6594,105.8610,255.0000,343
3939,42.4375,42.2564,97.5561,255.0000,314
3940,30.7219,30.5931,73.3890,255.0000,238
3941,30.6186,30.4337,94.1225,255.0000,303
3942,28.0204,27.8941,70.1186,255.0000,220
3943,42.3801,42.1709,111.6237,255.0000,359
3944,18.6735,18.5497,62.5982,255.0000,202
3945,30.8508,30.6990,78.6263,255.0000,249
3946,40.5765,40.4094,85.5587,255.0000,274
3947,44.5612,44.3559,102.6747,255.0000,327
3948,43.4235,43.2411,93.8189,255.0000,303
3949,35.8482,35.6607,96.1850,255.0000,313
3950,49.1212,48.9171,104.2628,255.0000,331
3951,33.2245,33.0485,88.4069,255.0000,273
3952,28.9107,28.7691,69.7296,255.0000,229
3953,34.0714,33.9005,88.2143,255.0000,284
3954,13.0778,12.9949,44.1480,255.0000,138
3955,20.5332,20.4247,52.2768,255.0000,165
3956,29.4770,29.3571,61.3992,255.0000,195
3957,33.9171,33.7423,87.3559,255.0000,275
3958,51.2832,51.0855,99.0816,255.0000,315
3959,31.7474,31.5918,81.7832,255.0000,263
3960,32.0140,31.8444,85.3801,255.0000,268
3961,25.7385,25.5804,82.1263,255.0000,266
3962,20.4987,20.4082,50.6097,255.0000,165
3963,19.0242,18.9298,51.3240,255.0000,163
3964,30.2245,30.0587,86.8622,255.0000,276
3965,37.6747,37.4809,98.4681,255.0000,310
3966,12.7156,12.6378,41.8240,255.0000,132
3967,28.1161,27.9630,78.2411,255.0000,253
3968,34.2015,34.0242,89.0140,255.0000,284
3969,42.8648,42.6594,108.4477,255.0000,347
3970,49.0128,48.8329,90.0753,255.0000,294
3971,17.8610,17.7551,51.1582,255.0000,162
3972,42.3304,42.1594,86.2079,255.0000,272
3973,35.1913,35.0166,86.0918,255.0000,278
3974,38.5140,38.3227,91.9630,255.0000,296
3975,32.6582,32.4770,90.1352,255.0000,287
3976,31.6492,31.4987,82.5855,255.0000,269
3977,25.9375,25.7921,69.4069,255.0000,223
3978,29.2449,29.1033,74.5893,255.0000,240
3979,27.9745,27.8265,78.2806,255.0000,254
3980,55.9579,55.7640,109.5332,255.0000,355
3981,33.7436,33.5727,91.7372,255.0000,302
3982,22.7717,22.6620,59.7513,255.0000,193
3983,22.2028,22.0689,66.7513,255.0000,214
3984,23.2934,23.1531,71.4923,255.0000,229
3985,28.8253,28.6594,81.1186,255.0000,259
3986,43.2997,43.0944,106.2462,255.0000,332
3987,30.0702,29.9133,77.4847,255.0000,249
3988,32.5230,32.3418,94.3878,255.0000,301
3989,30.5638,30.4094,79.3878,255.0000,255
3990,30.8125,30.6582,81.5051,255.0000,264
3991,27.6212,27.4668,71.5587,255.0000,231
3992,32.4477,32.2895,81.6620,255.0000,264
3993,33.6913,33.5064,88.5791,255.0000,284
3994,21.7564,21.6416,62.0906,255.0000,200
3995,35.3610,35.1888,97.3380,255.0000,311
3996,14.3278,14.2564,43.1327,255.0000,144
3997,42.6735,42.4515,111.8661,255.0000,356
3998,33.7513,33.5867,88.1288,255.0000,278
3999,29.6020,29.4439,83.0689,255.0000,264
4000,31.8406,31.6990,77.7500,255.0000,248
4001,34.6046,34.4196,94.7666,255.0000,304
4002,54.9796,54.7857,109.4554,255.0000,353
4003,17.5434,17.4490,49.5217,255.0000,157
4004,33.3610,33.1862,97.4936,255.0000,310
4005,34.1186,33.9554,86.7666,255.0000,272
4006,16.6773,16.5587,61.7793,255.0000,199
4007,30.8929,30.7207,94.2857,255.0000,298
4008,34.8457,34.6671,95.1531,255.0000,303
4009,36.1747,35.9847,97.9860,255.0000,316
4010,11.8023,11.7245,41.2066,255.0000,129
4011,35.8342,35.6582,99.7564,255.0000,317
4012,17.8457,17.7615,48.2526,255.0000,156
4013,16.2309,16.1339,49.6684,255.0000,154
4014,20.9694,20.8508,61.5740,255.0000,191
4015,37.4337,37.2449,98.9222,255.0000,316
4016,46.0651,45.8712,94.5918,255.0000,302
4017,28.9209,28.7526,91.9936,255.0000,291
4018,29.4464,29.2985,74.5638,255.0000,235
4019,25.9069,25.7691,73.2143,255.0000,235
4020,21.0791,20.8724,64.0370,255.0000,203
4021,26.2003,26.1671,70.4898,255.0000,225
4022,46.5370,46.3316,100.1084,255.0000,317
4023,52.8788,52.6543,113.0128,255.0000,357
4024,36.3546,36.2079,75.2679,255.0000,238
4025,24.7054,24.5778,72.4566,255.0000,230
4026,23.4324,23.3099,71.4987,255.0000,227
4027,46.6467,46.4592,97.3737,255.0000,306
4028,44.5217,44.3495,89.3725,255.0000,288
4029,24.2449,24.1314,58.1390,255.0000,183
4030,28.2538,28.0816,91.8699,255.0000,290
4031,48.0306,47.8176,104.1696,255.0000,335
4032,39.0931,38.9094,93.6824,255.0000,298
4033,42.5957,42.4362,91.8992,255.0000,291
4034,26.4298,26.2781,77.1926,255.0000,243
4035,35.2372,35.0765,88.3100,255.0000,275
4036,34.3431,34.1939,76.4350,255.0000,243
4037,39.0115,38.8253,97.2679,255.0000,315
4038,38.9885,38.8163,95.0982,255.0000,301
4039,41.8138,41.6480,82.2449,255.0000,267
4040,33.7755,33.5880,101.7117,255.0000,322
4041,36.8393,36.6671,87.0191,255.0000,274
4042,40.4554,40.2921,85.5969,255.0000,275
4043,46.2130,45.9962,105.0051,255.0000,342
4044,50.3048,50.0995,106.1888,255.0000,336
4045,32.3724,32.2309,73.9554,255.0000,233
4046,37.2704,37.0969,89.5957,255.0000,285
4047,36.5855,36.4133,89.6888,255.0000,286
4048,42.3406,42.1467,101.9579,255.0000,320
4049,21.8342,21.7194,56.5268,255.0000,180
4050,28.7474,28.5906,84.8686,255.0000,268
4051,47.7768,47.5957,101.0230,255.0000,320
4052,34.1212,33.9235,100.0166,255.0000,327
4053,36.7360,36.5663,87.9503,255.0000,275
4054,26.9043,26.7589,77.4171,255.0000,245
4055,29.7041,29.5497,78.1327,255.0000,250
4056,26.3291,26.1607,86.1467,255.0000,272
4057,34.0332,33.8622,87.1952,255.0000,276
4058,46.9656,46.7347,116.6212,255.0000,373
4059,40.2704,40.1020,81.5268,255.0000,250
4060,23.8099,23.6735,72.8291,255.0000,232
4061,32.1811,32.0344,82.8890,255.0000,264
4062,31.7717,31.6046,86.3750,255.0000,277
4063,31.7628,31.6084,75.6186,255.0000,247
4064,7.5599,7.4923,34.0740,255.0000,108
4065,36.3712,36.2015,85.5791,255.0000,270
4066,49.8827,49.6837,101.7717,255.0000,330
4067,49.7411,49.5370,106.3686,255.0000,335
4068,31.0191,30.9018,70.6990,255.0000,229
4069,21.8087,21.7003,56.1531,255.0000,180
4070,16.8916,16.7959,47.1901,255.0000,149
4071,52.9707,52.7857,106.1900,255.0000,343
4072,29.2245,29.0842,70.4617,255.0000,227
4073,40.2806,40.1161,90.3240,255.0000,284
4074,30.2474,30.1212,66.4515,255.0000,207
4075,29.5816,29.4286,76.2717,255.0000,239
4076,45.6148,45.4031,109.7525,255.0000,348
4077,27.0485,26.9094,71.5663,255.0000,223
4078,19.7398,19.6071,67.7577,255.0000,215
4079,43.3367,43.1696,88.5638,255.0000,281
4080,31.5931,31.4401,83.1518,255.0000,268
4081,42.2959,42.1071,96.9362,255.0000,301
4082,51.9885,51.7755,111.7156,255.0000,355
4083,49.0026,48.7985,95.9936,255.0000,307
4084,35.0281,34.8533,89.9987,255.0000,291
4085,39.2857,39.1161,82.4196,255.0000,263
4086,33.2321,33.0855,80.3163,255.0000,258
4087,29.3890,29.2679,67.7997,255.0000,213
4088,33.3406,33.2015,80.5497,255.0000,254
4089,18.5523,18.4439,50.2717,255.0000,155
4090,20.3342,20.2321,59.4962,255.0000,195
4091,31.8571,31.7079,77.0778,255.0000,246
4092,25.1224,24.9974,66.3712,255.0000,214
4093,40.4158,40.2283,91.2054,255.0000,292
4094,31.8929,31.7411,79.6531,255.0000,255
4095,31.3431,31.1913,74.7232,255.0000,236
4096,35.5638,35.3776,97.3469,255.0000,313
4097,32.9643,32.8048,85.5791,255.0000,268
4098,29.0115,28.8571,84.0421,255.0000,266
4099,32.4923,32.3355,82.0230,255.0000,263
4100,38.1161,37.9413,96.4477,255.0000,309
4101,43.9656,43.7755,97.0128,255.0000,308
4102,29.5217,29.3584,86.3074,255.0000,272
4103,53.3125,53.1008,105.4477,255.0000,333
4104,24.2462,24.0765,83.9962,255.0000,271
4105,19.9222,19.8253,53.4477,255.0000,173
4106,35.1888,35.0013,97.2551,255.0000,311
4107,31.6020,31.4311,86.7934,255.0000,277
4108,30.1709,30.0102,90.4707,255.0000,289
4109,22.2857,22.1684,56.0727,255.0000,176
4110,27.9503,27.8253,60.5089,255.0000,192
4111,22.2602,22.1352,63.6327,255.0000,202
4112,35.4005,35.2411,78.1556,255.0000,252
4113,31.0204,30.8597,88.5446,255.0000,278
4114,45.3138,45.1378,100.8316,255.0000,323
4115,52.8533,52.6276,107.8240,255.0000,341
4116,30.0548,29.8763,85.0319,255.0000,274
4117,33.1786,33.0319,77.3061,255.0000,250
4118,23.5370,23.4222,67.7054,255.0000,218
4119,40.2449,40.0536,97.3138,255.0000,307
4120,15.1122,15.0230,46.4974,255.0000,146
4121,42.6454,42.4605,94.8406,255.0000,299
4122,36.2194,36.0689,75.8622,255.0000,245
4123,57.9107,57.7028,107.6722,255.0000,341
4124,22.5332,22.3992,71.4158,255.0000,226
4125,33.1161,32.9477,87.3648,255.0000,280
4126,34.2564,34.0765,99.8342,255.0000,318
4127,44.1645,44.0089,89.1250,255.0000,284
4128,23.3839,23.2717,57.1582,255.0000,186
4129,28.9490,28.8176,68.2819,255.0000,218
4130,22.4656,22.3342,71.5893,255.0000,228
4131,29.3661,29.2360,71.2666,255.0000,228
4132,31.7296,31.5804,84.8916,255.0000,270
4133,33.3750,33.1990,87.6416,255.0000,278
4134,23.8355,23.6875,81.1429,255.0000,262
4135,38.6263,38.4503,90.8954,255.0000,289
4136,33.2793,33.0855,96.5944,255.0000,309
4137,21.1416,21.0344,55.8827,255.0000,176
4138,34.0497,33.8520,101.8048,255.0000,326
4139,31.6250,31.4821,76.6020,255.0000,246
4140,20.5038,20.4158,50.9260,255.0000,163
4141,28.0242,27.8010,73.0829,255.0000,235
4142,35.4005,35.3546,78.2768,255.0000,248
4143,29.2551,29.1263,68.3508,255.0000,213
4144,23.8329,23.6862,76.3788,255.0000,247
4145,47.8380,47.6454,94.4477,255.0000,295
4146,15.7755,15.6543,59.5931,255.0000,188
4147,48.1135,47.9005,99.8814,255.0000,322
4148,28.0778,27.9286,76.5574,255.0000,246
4149,23.7602,23.6301,61.0217,255.0000,191
4150,28.7015,28.5651,80.4464,255.0000,262
4151,43.5969,43.3814,96.4311,255.0000,309
4152,12.1276,12.0485,43.5804,255.0000,142
4153,18.1441,18.0344,53.2462,255.0000,171
4154,22.4949,22.3673,64.1327,255.0000,207
4155,35.8202,35.6671,81.7806,255.0000,256
4156,38.5026,38.3202,95.6620,255.0000,307
4157,48.0867,47.9005,94.0957,255.0000,299
4158,26.1454,26.0166,65.3100,255.0000,208
4159,44.1416,43.9324,103.5931,255.0000,331
4160,26.5026,26.4082,56.9298,255.0000,188
4161,35.9362,35.7781,79.4145,255.0000,251
4162,17.9809,17.8890,48.1263,255.0000,156
4163,23.7156,23.5982,59.2411,255.0000,188
4164,33.6059,33.4324,86.7806,255.0000,273
4165,22.6135,22.4936,62.8061,255.0000,198
4166,18.8074,18.7092,49.1212,255.0000,152
4167,29.1862,29.0332,80.4107,255.0000,252
4168,39.3890,39.2066,100.6429,255.0000,314
4169,28.9120,28.7653,78.0574,255.0000,249
4170,18.2041,18.0791,72.2538,255.0000,236
4171,37.5446,37.3597,90.1378,255.0000,290
4172,25.3903,25.2462,77.9056,255.0000,250
4173,30.4094,30.2360,81.1480,255.0000,257
4174,27.4503,27.3278,77.1416,255.0000,249
4175,32.0255,31.8827,78.6633,255.0000,251
4176,26.7564,26.6020,85.2589,255.0000,272
4177,39.6875,39.4987,95.8406,255.0000,308
4178,22.2130,22.0880,63.7538,255.0000,205
4179,37.9872,37.8023,92.7207,255.0000,296
4180,21.4286,21.3048,67.4145,255.0000,211
4181,48.9860,48.7730,105.9298,255.0000,338
4182,19.6441,19.5089,67.6939,255.0000,220
4183,31.1263,30.9821,75.3342,255.0000,246
4184,17.7181,17.5829,72.9719,255.0000,232
4185,18.7041,18.5893,56.8635,255.0000,182
4186,12.3673,12.2946,41.2092,255.0000,133
4187,38.5166,38.3469,88.7028,255.0000,282
4188,46.1952,45.9656,107.7895,255.0000,344
4189,25.9171,25.6709,70.0179,255.0000,224
4190,15.6684,15.6964,49.3878,255.0000,158
4191,48.4056,48.1862,108.6862,255.0000,346
4192,29.2372,29.0893,75.4770,255.0000,237
4193,22.5651,22.4592,56.5255,255.0000,173
4194,30.4464,30.2679,87.5969,255.0000,281
4195,33.0230,32.8533,83.0191,255.0000,263
4196,27.4235,27.2640,87.6110,255.0000,280
4197,34.9783,34.8112,85.1786,255.0000,274
4198,33.4375,33.2819,77.8546,255.0000,252
4199,38.6327,38.4541,92.2602,255.0000,293
4200,20.3010,20.1862,65.3304,255.0000,210
4201,76.6594,76.4770,96.8903,255.0000,300
4202,14.1901,14.1122,43.2997,255.0000,141
4203,62.4936,62.2449,117.2054,255.0000,372
4204,38.8112,38.6747,79.1671,255.0000,253
4205,22.3737,22.2194,72.0293,255.0000,225
4206,19.6467,19.5230,68.5357,255.0000,221
4207,23.6990,23.5651,67.7398,255.0000,216
4208,42.0128,41.8304,91.6225,255.0000,294
4209,23.0855,22.9668,61.2946,255.0000,193
4210,40.0880,39.9145,89.8520,255.0000,284
4211,31.5038,31.3508,79.3431,255.0000,251
4212,29.4388,29.2857,74.0510,255.0000,239
4213,33.6977,33.5383,78.9337,255.0000,247
4214,31.3878,31.2066,91.5867,255.0000,296
4215,27.9605,27.8112,80.4400,255.0000,259
4216,42.5485,42.3329,110.3737,255.0000,352
4217,26.2717,26.1390,71.7946,255.0000,224
4218,48.7156,48.5026,114.2041,255.0000,356
4219,33.5778,33.4222,84.2857,255.0000,271
4220,39.4898,39.3023,98.6378,255.0000,315
4221,31.2895,31.1569,73.8457,255.0000,233
4222,23.4171,23.2832,68.4043,255.0000,215
4223,45.1327,44.9235,104.9515,255.0000,331
4224,18.4273,18.3099,62.3214,255.0000,199
4225,23.0587,22.9528,58.1786,255.0000,181
4226,47.2742,47.0944,86.3763,255.0000,269
4227,31.4235,31.2589,82.9005,255.0000,267
4228,47.8635,47.6735,95.4643,255.0000,309
4229,35.3776,35.2066,83.9196,255.0000,266
4230,30.6518,30.4974,81.2997,255.0000,258
4231,32.5753,32.4260,80.2870,255.0000,259
4232,43.0804,42.8916,102.7628,255.0000,326
4233,45.5969,45.4005,99.0995,255.0000,314
4234,33.0140,32.8546,86.4656,255.0000,277
4235,41.1212,40.9388,99.5523,255.0000,314
4236,34.3724,34.1811,99.3546,255.0000,316
4237,21.8151,21.7054,56.7219,255.0000,180
4238,43.1786,42.9592,110.5867,255.0000,358
4239,42.8138,42.6301,93.0332,255.0000,299
4240,27.6926,27.5625,70.7819,255.0000,228
4241,33.3737,33.2028,86.4923,255.0000,279
4242,21.8903,21.7704,66.6225,255.0000,217
4243,58.2500,58.0306,113.2028,255.0000,359
4244,23.2168,23.0804,70.0025,255.0000,226
4245,60.0548,59.8316,120.1773,255.0000,376
4246,32.9949,32.8278,92.0625,255.0000,293
4247,33.0268,32.8699,85.3610,255.0000,269
4248,22.4107,22.3176,54.1212,255.0000,167
4249,35.0574,34.8929,75.1314,255.0000,240
4250,32.7793,32.5791,99.7946,255.0000,324
4251,33.3635,33.2130,75.3661,255.0000,239
4252,29.7730,29.6378,76.8393,255.0000,239
4253,33.8163,33.6339,91.9018,255.0000,291
4254,34.8852,34.5778,84.3291,255.0000,269
4255,30.2666,30.2577,82.2589,255.0000,263
4256,45.2194,45.0115,110.3355,255.0000,351
4257,32.3686,32.2232,79.0548,255.0000,253
4258,27.6122,27.4834,64.9069,255.0000,211
4259,33.6696,33.5089,82.2691,255.0000,261
4260,30.6008,30.4554,88.5140,255.0000,285
4261,35.8992,35.7372,86.6977,255.0000,277
4262,29.3278,29.1747,77.8240,255.0000,247
4263,39.1709,39.0064,92.2946,255.0000,295
4264,15.2270,15.1237,53.8482,255.0000,170
4265,51.1467,50.9388,105.1990,255.0000,340
4266,27.3329,27.2015,71.7679,255.0000,234
4267,21.0497,20.9477,54.1824,255.0000,174
4268,27.2168,27.0880,67.3890,255.0000,218
